3	660.7041	3.932e-25	0.1297	0.066	0.094	2054.0237	0.83	0.0	0	0	6	5	5	0	159	159	191	195	191	886
3	660.70653	1.242e-23	0.00137	0.0723	0.1	325.3544	0.79	-0.0008	4	5	6	5	5	0	133	133	133	195	133	202
3	660.71496	1.769e-22	0.05953	0.0732	0.092	596.8097	0.81	-0.0008	4	6	4	5	5	0	133	133	194	195	133	202
3	660.7154	2.02e-25	0.04094	0.0754	0.092	1818.8267	0.78	0.0	0	0	6	5	5	0	159	159	191	195	191	886
3	660.7175	1.445e-24	0.1792	0.0734	0.097	1745.8095	0.79	0.0	0	0	5	5	5	0	159	159	191	195	191	886
3	660.72498	3.812e-22	0.03775	0.0787	0.101	179.0698	0.78	-0.0008	4	7	6	5	5	0	133	133	133	195	133	202
3	660.7298	2.183e-24	0.03119	0.0729	0.101	1301.269	0.79	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	660.74005	1.654e-23	0.01851	0.0708	0.079	837.5937	0.81	-0.0008	4	6	6	5	5	0	133	133	133	195	133	202
3	660.7535	2.74e-25	0.105	0.0701	0.101	1986.546	0.79	0.0	0	0	6	5	5	0	135	20	191	195	191	886
3	660.75473	1e-24	0.07125	0.0686	0.087	1789.1961	0.76	0.0	4	6	4	5	2	0	133	133	194	195	197	886
3	660.7623	1.01e-25	0.03542	0.0792	0.105	1793.952	0.77	0.0	0	0	6	5	5	0	135	20	191	195	191	886
3	660.7655	2.192e-24	0.08143	0.0863	0.103	1199.055	0.76	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	660.7677	1.311e-24	0.1023	0.0787	0.102	1551.1748	0.78	0.0	0	0	6	5	5	0	159	159	191	195	191	886
3	660.7681	1.653e-24	0.2044	0.0844	0.102	1510.2534	0.77	0.0	0	0	6	5	5	0	159	159	191	195	191	886
3	660.772	2.144e-25	0.1209	0.072	0.099	2089.751	0.8	0.0	0	0	5	5	5	0	135	20	191	195	191	886
3	660.77443	6.51e-25	0.1311	0.0682	0.082	2014.8682	0.76	0.0	4	6	4	2	2	0	133	133	194	195	197	886
3	660.7815	1.308e-25	0.01962	0.0802	0.096	1670.9607	0.77	0.0	0	0	6	5	5	0	159	159	191	195	191	886
3	660.7876	1.507e-24	0.1778	0.0738	0.098	1726.6347	0.79	0.0	0	0	5	5	5	0	159	159	191	195	191	886
3	660.7956	2.571e-25	0.09798	0.0669	0.094	2083.6117	0.83	0.0	0	0	6	5	5	0	159	159	191	195	191	886
3	660.7993	2.702e-25	0.07628	0.0691	0.086	2059.827	0.76	0.0	0	0	4	5	2	0	128	160	194	195	197	886
3	660.80071	1.944e-22	0.05924	0.0736	0.092	569.9099	0.81	-0.0008	4	6	4	5	5	0	133	133	194	195	133	202
3	660.8015	3.038e-24	0.05118	0.0691	0.1	1367.435	0.8	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	660.8287	4.793e-25	0.06114	0.0714	0.099	1791.2889	0.8	0.0	0	0	6	5	5	0	159	159	191	195	191	886
3	660.8463	7.163e-25	0.01422	0.0766	0.097	1319.592	0.78	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	660.8476	5.865e-25	0.01908	0.0729	0.093	1487.299	0.79	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	660.85105	4.375e-24	0.0003502	0.0802	0.104	104.7131	0.77	-0.0008	4	5	6	5	5	0	133	133	133	195	133	202
3	660.8531	1.562e-24	0.1765	0.0742	0.098	1708.2947	0.79	0.0	0	0	5	5	5	0	159	159	191	195	191	886
3	660.85703	4.949e-23	0.03837	0.0695	0.091	833.0681	0.76	-0.0008	4	6	4	5	2	0	133	133	194	195	197	202
3	660.86	4.298e-25	0.007618	0.0818	0.1	1198.497	0.77	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	660.8633	1.356e-25	0.05831	0.0723	0.101	2026.306	0.79	0.0	0	0	5	5	5	0	135	20	191	195	191	886
3	660.8633	1.356e-25	0.09142	0.0835	0.103	1884.882	0.77	0.0	0	0	6	5	5	0	135	20	191	195	191	886
3	660.86348	1.293e-23	0.0188	0.0689	0.089	980.1558	0.76	-0.0008	4	6	4	5	2	0	133	133	194	195	197	202
3	660.8794	3.202e-25	0.02316	0.0706	0.087	1701.517	0.81	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	660.88861	2.125e-22	0.05894	0.074	0.093	543.8513	0.8	-0.0008	4	6	4	5	5	0	133	133	194	195	133	202
3	660.91	1.837e-25	0.03988	0.0695	0.09	1996.87	0.76	0.0	0	0	4	5	2	0	128	160	194	195	197	886
3	660.919	1.608e-24	0.175	0.0746	0.098	1690.7894	0.78	0.0	0	0	5	5	5	0	159	159	191	195	191	886
3	660.9191	7.751e-25	0.0582	0.0754	0.102	1604.1331	0.78	0.0	0	0	6	5	5	0	159	159	191	195	191	886
3	660.9266	9.904e-26	0.04788	0.0773	0.103	1952.893	0.78	0.0	0	0	6	5	5	0	135	20	191	195	191	886
3	660.9415	1.24e-24	0.02625	0.074	0.099	1435.649	0.8	0.0	0	0	4	5	5	0	128	160	194	195	191	886
3	660.94753	6.571e-24	0.02309	0.0696	0.075	1114.0897	0.82	-0.0008	4	5	6	2	5	0	133	133	133	195	133	202
3	660.9479	2.385e-24	0.03419	0.0826	0.104	1115.46	0.77	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	660.9481	1.269e-25	0.02681	0.0696	0.081	1962.128	0.83	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	660.9489	2.214e-26	0.08684	0.0695	0.073	2578.2247	0.83	0.0	0	0	6	5	5	0	159	159	191	195	191	886
3	660.9499	2.846e-25	0.01424	0.0744	0.091	1550.084	0.79	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	660.95058	3.12e-23	0.008607	0.0766	0.09	439.852	0.78	-0.0008	4	6	6	5	5	0	133	133	133	195	133	202
3	660.9578	2.98e-25	0.09977	0.0671	0.094	2051.5867	0.83	0.0	0	0	6	5	5	0	159	159	191	195	191	886
3	660.9583	1.644e-25	0.09903	0.0863	0.105	1772.098	0.76	0.0	0	0	6	5	5	0	135	20	191	195	191	886
3	660.97316	2.31e-22	0.05861	0.0712	0.093	518.6337	0.8	-0.0008	4	6	6	5	5	0	133	133	133	195	133	202
3	660.97987	2.093e-23	0.05581	0.0766	0.102	895.1098	0.78	0.0	4	6	6	5	5	0	133	133	191	195	191	886
3	660.9818	1.641e-24	0.1732	0.075	0.099	1674.1188	0.78	0.0	0	0	5	5	5	0	159	159	191	195	191	886
3	660.985	1.576e-24	0.04145	0.0696	0.09	1553.3375	0.84	0.0	4	6	6	5	5	0	133	133	191	195	191	886
3	660.98984	1.212e-24	0.07249	0.0687	0.087	1748.9292	0.76	0.0	4	6	4	5	2	0	133	133	194	195	197	886
3	661.0015	1.075e-25	0.06123	0.0695	0.092	2176.3237	0.83	0.0	0	0	6	5	5	0	159	159	191	195	191	886
3	661.0026	5.636e-26	0.1913	0.0684	0.084	2587.969	0.76	0.0	0	0	4	2	2	0	159	159	194	195	197	886
3	661.00808	2.688e-25	0.001597	0.0835	0.091	934.1962	0.77	0.0	4	5	6	5	5	0	133	133	191	195	191	886
3	661.0081	6.471e-25	0.03241	0.0682	0.096	1638.163	0.82	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	661.01339	1.779e-24	0.05836	0.0678	0.084	1670.02	0.76	-0.0008	4	6	4	2	2	0	133	133	194	195	197	202
3	661.01967	4.183e-24	0.04759	0.0679	0.085	1438.2921	0.76	-0.0008	4	6	4	2	2	0	133	133	194	195	197	202
3	661.0433	1.663e-24	0.1713	0.0755	0.099	1658.2826	0.78	0.0	0	0	5	5	5	0	159	159	191	195	191	886
3	661.04366	1.714e-23	0.02097	0.0693	0.089	931.4154	0.76	-0.0008	4	6	4	5	2	0	133	133	194	195	197	202
3	661.0551	1.663e-25	0.01884	0.0711	0.086	1780.738	0.8	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	661.05781	3.745e-23	0.02134	0.0695	0.092	750.2634	0.83	-0.0008	4	6	6	5	5	0	133	133	133	195	133	202
3	661.05782	2.497e-22	0.05827	0.0716	0.093	494.2574	0.8	-0.0008	4	6	6	5	5	0	133	133	133	195	133	202
3	661.0792	6.123e-26	0.2041	0.0686	0.082	2580.1927	0.76	0.0	0	0	4	5	2	0	159	159	194	195	197	886
3	661.09673	1.912e-24	0.02737	0.0697	0.071	1437.3661	0.76	-0.0008	4	5	4	2	2	0	133	133	194	195	197	202
3	661.09718	5.185e-25	0.05641	0.0679	0.085	1932.6963	0.76	-0.0008	4	6	4	2	2	0	133	133	194	195	197	202
3	661.09818	6.805e-25	9.342e-05	0.0688	0.098	392.1784	0.8	-0.0008	4	3	6	5	5	0	133	133	133	195	133	202
3	661.1021	1.669e-24	0.169	0.0759	0.099	1643.2807	0.78	0.0	0	0	5	5	5	0	159	159	191	195	191	886
3	661.1165	1.788e-25	0.01843	0.0695	0.093	1814.443	0.83	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	661.1249	1.058e-25	0.1153	0.0712	0.096	2239.549	0.8	0.0	0	0	5	5	5	0	135	20	191	195	191	886
3	661.1376	1.115e-24	0.0257	0.0736	0.099	1459.683	0.81	0.0	0	0	4	5	5	0	128	160	194	195	191	886
3	661.1382	1.606e-24	0.0321	0.0705	0.099	1409.764	0.8	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	661.1389	1.564e-25	0.06681	0.0704	0.093	2117.0572	0.83	0.0	0	0	4	5	5	0	159	159	194	195	191	886
3	661.14	2.684e-22	0.05791	0.072	0.094	470.722	0.8	-0.0008	4	6	6	5	5	0	133	133	133	195	133	202
3	661.14717	4.808e-22	0.07725	0.0844	0.101	142.787	0.77	-0.0008	4	7	6	5	5	0	133	133	133	195	133	202
3	661.14772	2.58e-24	0.01612	0.078	0.093	1058.1322	0.78	0.0	4	6	6	5	5	0	133	133	191	195	191	886
3	661.15773	7.184e-25	0.06964	0.0678	0.081	1902.6462	0.76	-0.0008	4	6	4	2	2	0	133	133	194	195	197	202
3	661.1589	1.662e-24	0.1666	0.0764	0.099	1629.1129	0.78	0.0	0	0	5	5	5	0	159	159	191	195	191	886
3	661.1595	1.144e-24	0.01342	0.0773	0.104	1130.581	0.77	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	661.1611	2.538e-25	0.008525	0.0787	0.096	1391.254	0.78	0.0	0	0	6	5	5	0	128	160	191	195	191	886
3	661.1644	2.231e-24	0.05803	0.074	0.097	1477.913	0.8	0.0	0	0	4	5	5	0	128	160	194	195	191	886
3	661.1717	2.933e-25	0.1067	0.0705	0.102	1967.071	0.79	0.0	0	0	6	5	5	0	135	20	191	195	191	886
3	661.1731	6.62e-26	0.07437	0.07	0.08	2283.8414	0.82	0.0	0	0	6	5	5	0	159	159	191	195	191	886
3	661.1732	1.587e-25	0.06289	0.0691	0.086	2129.371	0.76	0.0	0	0	4	5	2	0	128	160	194	195	197	886
3	661.18029	4.204e-25	0.03149	0.0684	0.067	1807.2248	0.76	-0.0008	4	5	4	2	2	0	133	133	194	195	197	202
3	661.1949	1.981e-25	0.07993	0.0687	0.085	2141.556	0.76	0.0	0	0	4	5	2	0	128	160	194	195	197	886
